,title,movieId,genres,movie_year,title_only,userId,rating
5161,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,18282,5.0
5162,La La Land (2016),164909,Comedy|Drama|Romance,2016.0,La La Land,18282,5.0
5163,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,18282,3.0
5164,Sully (2016),160980,Drama,2016.0,Sully,18282,4.5
5165,Fantastic Four (2015),122902,Action|Adventure|Fantasy|Sci-Fi,2015.0,Fantastic Four,18282,3.0
5166,Hotel Transylvania 2 (2015),142997,Animation|Comedy,2015.0,Hotel Transylvania 2,18282,4.5
5167,Don't Breathe (2016),161634,Thriller,2016.0,Don't Breathe,18282,5.0
5168,Central Intelligence (2016),160271,Action|Comedy,2016.0,Central Intelligence,18282,3.0
5169,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,19325,5.0
5170,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,19325,3.0
5171,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,19325,4.5
5172,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,19325,4.0
5173,Fantastic Beasts and Where to Find Them (2016),135143,Fantasy,2016.0,Fantastic Beasts and Where to Find Them,19325,2.0
5174,Chappie (2015),120466,Action|Thriller,2015.0,Chappie,19325,2.5
5175,Minions (2015),135887,Adventure|Animation|Children|Comedy,2015.0,Minions,19325,2.0
5176,Isle of Dogs (2018),183897,Animation|Comedy,2018.0,Isle of Dogs,19325,3.0
5177,Jumanji: Welcome to the Jungle (2017),179401,Action|Adventure|Children,2017.0,Jumanji: Welcome to the Jungle,19325,5.0
5178,Creed (2015),146656,Drama,2015.0,Creed,19325,0.5
5179,Pirates of the Caribbean: Dead Men Tell No Tales (2017),122896,(no genres listed),2017.0,Pirates of the Caribbean: Dead Men Tell No Tales,19325,4.0
5180,War for the Planet of the Apes (2017),173145,Action|Adventure|Drama|Sci-Fi,2017.0,War for the Planet of the Apes,19325,2.0
5181,The Founder (2016),166946,Drama,2016.0,The Founder,19325,1.0
5182,King Arthur: Legend of the Sword (2017),168344,Action|Adventure|Drama|Fantasy,2017.0,King Arthur: Legend of the Sword,19325,2.0
5183,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,132323,3.5
5184,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,132323,3.0
5185,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",132323,4.0
5186,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,132323,3.0
5187,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,132323,2.0
5188,Fantastic Beasts and Where to Find Them (2016),135143,Fantasy,2016.0,Fantastic Beasts and Where to Find Them,132323,2.0
5189,The Shape of Water (2017),180031,Adventure|Drama|Fantasy,2017.0,The Shape of Water,132323,3.0
5190,Solo: A Star Wars Story (2018),187595,Action|Adventure|Children|Sci-Fi,2018.0,Solo: A Star Wars Story,132323,2.0
5191,Ant-Man and the Wasp (2018),188301,Action|Adventure|Comedy|Fantasy|Sci-Fi,2018.0,Ant-Man and the Wasp,132323,3.0
5192,Pitch Perfect 2 (2015),133419,Comedy,2015.0,Pitch Perfect 2,132323,1.5
5193,Ghostbusters (2016),160080,Action|Comedy|Horror|Sci-Fi,2016.0,Ghostbusters,132323,3.0
5194,Ocean's 8 (2018),189363,Action|Comedy|Crime|Thriller,2018.0,Ocean's 8,132323,1.0
5195,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,25082,3.0
5196,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,25082,3.0
5197,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,25082,3.0
5198,Mission: Impossible - Rogue Nation (2015),111781,Action|Adventure|Thriller,2015.0,Mission: Impossible - Rogue Nation,25082,1.5
5199,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,25082,2.5
5200,The Man from U.N.C.L.E. (2015),138036,Action|Adventure|Comedy,2015.0,The Man from U.N.C.L.E.,25082,5.0
5201,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,25082,1.0
5202,Batman v Superman: Dawn of Justice (2016),136864,Action|Adventure|Fantasy|Sci-Fi,2016.0,Batman v Superman: Dawn of Justice,25082,4.0
5203,John Wick: Chapter Two (2017),168248,Action|Crime|Thriller,2017.0,John Wick: Chapter Two,25082,2.5
5204,Split (2017),166534,Drama|Horror|Thriller,2017.0,Split,25082,3.0
5205,The Witch (2015),140267,Horror,2015.0,The Witch,25082,4.0
5206,Jason Bourne (2016),160438,Action,2016.0,Jason Bourne,25082,3.0
5207,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,25082,4.0
5208,Pitch Perfect 2 (2015),133419,Comedy,2015.0,Pitch Perfect 2,25082,1.5
5209,Ghostbusters (2016),160080,Action|Comedy|Horror|Sci-Fi,2016.0,Ghostbusters,25082,2.5
5210,The Conjuring 2 (2016),159858,Horror,2016.0,The Conjuring 2,25082,3.5
5211,Hereditary (2018),183869,(no genres listed),2018.0,Hereditary,25082,4.0
5212,BlacKkKlansman (2018),189713,Comedy|Crime|Drama,2018.0,BlacKkKlansman,25082,4.0
5213,Kong: Skull Island (2017),168254,Action|Adventure|Fantasy,2017.0,Kong: Skull Island,25082,3.5
5214,Bird Box (2018),194951,Drama|Sci-Fi|Thriller,2018.0,Bird Box,25082,3.5
5215,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,58198,4.0
5216,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,58198,3.5
5217,Wonder Woman (2017),143355,Action|Adventure|Fantasy,2017.0,Wonder Woman,58198,3.5
5218,Baby Driver (2017),171763,Action|Crime|Thriller,2017.0,Baby Driver,58198,3.5
5219,Suicide Squad (2016),135536,Action|Crime|Sci-Fi,2016.0,Suicide Squad,58198,3.5
5220,John Wick: Chapter Two (2017),168248,Action|Crime|Thriller,2017.0,John Wick: Chapter Two,58198,2.0
5221,Split (2017),166534,Drama|Horror|Thriller,2017.0,Split,58198,3.0
5222,Trainwreck (2015),134393,Comedy|Romance,2015.0,Trainwreck,58198,3.0
5223,"Hail, Caesar! (2016)",143859,Comedy,2016.0,"Hail, Caesar!",58198,1.0
5224,Bird Box (2018),194951,Drama|Sci-Fi|Thriller,2018.0,Bird Box,58198,3.0
5225,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,35384,3.0
5226,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,35384,3.0
5227,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,35384,4.5
5228,The Hateful Eight (2015),128360,Western,2015.0,The Hateful Eight,35384,3.5
5229,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,35384,3.0
5230,Jurassic World (2015),117529,Action|Adventure|Drama|Sci-Fi|Thriller,2015.0,Jurassic World,35384,3.0
5231,Bridge of Spies (2015),143385,Drama|Thriller,2015.0,Bridge of Spies,35384,3.0
5232,The Man from U.N.C.L.E. (2015),138036,Action|Adventure|Comedy,2015.0,The Man from U.N.C.L.E.,35384,3.5
5233,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,35384,3.5
5234,Finding Dory (2016),157296,Adventure|Animation|Comedy,2016.0,Finding Dory,35384,3.0
5235,Star Trek Beyond (2016),135569,Action|Adventure|Sci-Fi,2016.0,Star Trek Beyond,35384,3.5
5236,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,102231,4.5
5237,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,102231,5.0
5238,Kingsman: The Secret Service (2015),119145,Action|Adventure|Comedy|Crime,2015.0,Kingsman: The Secret Service,102231,4.0
5239,Baby Driver (2017),171763,Action|Crime|Thriller,2017.0,Baby Driver,102231,3.5
5240,Hidden Figures (2016),166643,Drama,2016.0,Hidden Figures,102231,3.5
5241,Bohemian Rhapsody (2018),192803,Drama,2018.0,Bohemian Rhapsody,102231,4.0
5242,Isle of Dogs (2018),183897,Animation|Comedy,2018.0,Isle of Dogs,102231,4.5
5243,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,102231,3.0
5244,Kubo and the Two Strings (2016),162578,Adventure|Animation|Children|Fantasy,2016.0,Kubo and the Two Strings,102231,3.5
5245,Your Name. (2016),163134,Animation|Drama|Fantasy|Romance,2016.0,Your Name.,102231,4.5
5246,Mission: Impossible - Fallout (2018),189333,Action|Adventure|Thriller,2018.0,Mission: Impossible - Fallout,102231,4.0
5247,Atomic Blonde (2017),173941,Thriller,2017.0,Atomic Blonde,102231,3.5
5248,The Disaster Artist (2017),180297,Comedy|Drama,2017.0,The Disaster Artist,102231,3.0
5249,King Arthur: Legend of the Sword (2017),168344,Action|Adventure|Drama|Fantasy,2017.0,King Arthur: Legend of the Sword,102231,3.0
5250,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,95673,4.0
5251,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,95673,3.5
5252,Kingsman: The Secret Service (2015),119145,Action|Adventure|Comedy|Crime,2015.0,Kingsman: The Secret Service,95673,4.0
5253,The Hateful Eight (2015),128360,Western,2015.0,The Hateful Eight,95673,5.0
5254,"Three Billboards Outside Ebbing, Missouri (2017)",177593,Crime|Drama,2017.0,"Three Billboards Outside Ebbing, Missouri",95673,4.5
5255,Spectre (2015),136020,Action|Adventure|Crime,2015.0,Spectre,95673,3.5
5256,The Lobster (2015),133771,Comedy|Romance|Sci-Fi,2015.0,The Lobster,95673,4.0
5257,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,95673,3.5
5258,Kubo and the Two Strings (2016),162578,Adventure|Animation|Children|Fantasy,2016.0,Kubo and the Two Strings,95673,3.5
5259,Solo: A Star Wars Story (2018),187595,Action|Adventure|Children|Sci-Fi,2018.0,Solo: A Star Wars Story,95673,3.5
5260,The Secret Life of Pets (2016),135436,Animation|Comedy,2016.0,The Secret Life of Pets,95673,3.5
5261,Captain Marvel (2018),122910,Action|Adventure|Sci-Fi,2018.0,Captain Marvel,95673,3.5
5262,Cinderella (2015),130073,Children|Drama|Fantasy|Romance,2015.0,Cinderella,95673,3.0
5263,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,129711,1.0
5264,Zootopia (2016),152081,Action|Adventure|Animation|Children|Comedy,2016.0,Zootopia,129711,1.0
5265,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,129711,1.0
5266,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,129711,1.0
5267,Sicario (2015),139644,Crime|Drama|Mystery,2015.0,Sicario,129711,1.0
5268,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,129711,1.0
5269,The Shape of Water (2017),180031,Adventure|Drama|Fantasy,2017.0,The Shape of Water,129711,1.0
5270,Tomorrowland (2015),132046,Action|Adventure|Children|Mystery|Sci-Fi,2015.0,Tomorrowland,129711,1.0
5271,Lion (2016),165551,Drama,2016.0,Lion,129711,1.0
5272,Green Room (2015),141866,(no genres listed),2015.0,Green Room,129711,1.0
5273,Sing Street (2016),156387,Drama,2016.0,Sing Street,129711,1.0
5274,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,143000,4.5
5275,Ex Machina (2015),115713,Drama|Sci-Fi|Thriller,2015.0,Ex Machina,143000,4.0
5276,Avengers: Age of Ultron (2015),122892,Action|Adventure|Sci-Fi,2015.0,Avengers: Age of Ultron,143000,3.5
5277,Fantastic Beasts and Where to Find Them (2016),135143,Fantasy,2016.0,Fantastic Beasts and Where to Find Them,143000,3.0
5278,Moana (2016),166461,Adventure|Animation|Children|Comedy|Fantasy,2016.0,Moana,143000,3.0
5279,"Three Billboards Outside Ebbing, Missouri (2017)",177593,Crime|Drama,2017.0,"Three Billboards Outside Ebbing, Missouri",143000,5.0
5280,Star Wars: The Last Jedi (2017),179819,Action|Adventure|Fantasy|Sci-Fi,2017.0,Star Wars: The Last Jedi,143000,2.0
5281,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,143000,3.5
5282,The Nice Guys (2016),158238,Crime|Mystery|Thriller,2016.0,The Nice Guys,143000,3.0
5283,The Shape of Water (2017),180031,Adventure|Drama|Fantasy,2017.0,The Shape of Water,143000,3.5
5284,Isle of Dogs (2018),183897,Animation|Comedy,2018.0,Isle of Dogs,143000,3.0
5285,Focus (2015),129354,Comedy|Crime|Drama|Romance,2015.0,Focus,143000,3.0
5286,Lion (2016),165551,Drama,2016.0,Lion,143000,4.5
5287,Miss Peregrine's Home for Peculiar Children (2016),162600,Fantasy,2016.0,Miss Peregrine's Home for Peculiar Children,143000,3.0
5288,Snowden (2016),157699,Drama|Thriller,2016.0,Snowden,143000,3.5
5289,Train to Busan (2016),162082,Action|Thriller,2016.0,Train to Busan,143000,3.5
5290,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,124327,3.5
5291,The Revenant (2015),139385,Adventure|Drama,2015.0,The Revenant,124327,3.5
5292,Sicario (2015),139644,Crime|Drama|Mystery,2015.0,Sicario,124327,4.5
5293,The Intern (2015),140110,Comedy,2015.0,The Intern,124327,3.5
5294,The Accountant (2016),162606,Crime|Drama|Thriller,2016.0,The Accountant,124327,3.5
5295,Bohemian Rhapsody (2018),192803,Drama,2018.0,Bohemian Rhapsody,124327,4.0
5296,Tomorrowland (2015),132046,Action|Adventure|Children|Mystery|Sci-Fi,2015.0,Tomorrowland,124327,4.0
5297,Darkest Hour (2017),179817,Drama|War,2017.0,Darkest Hour,124327,4.0
5298,The Post (2017),180497,Drama|Thriller,2017.0,The Post,124327,3.5
5299,American Made (2017),176751,Crime|Thriller,2017.0,American Made,124327,3.5
5300,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,149294,2.0
5301,Star Wars: Episode VII - The Force Awakens (2015),122886,Action|Adventure|Fantasy|Sci-Fi|IMAX,2015.0,Star Wars: Episode VII - The Force Awakens,149294,4.0
5302,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",149294,4.0
5303,The Revenant (2015),139385,Adventure|Drama,2015.0,The Revenant,149294,4.0
5304,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,149294,3.0
5305,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,149294,4.5
5306,Spotlight (2015),142488,Thriller,2015.0,Spotlight,149294,5.0
5307,10 Cloverfield Lane (2016),152077,Thriller,2016.0,10 Cloverfield Lane,149294,3.5
5308,Incredibles 2 (2018),187541,Action|Adventure|Animation|Children,2018.0,Incredibles 2,149294,2.0
5309,It (2017),175303,Horror,2017.0,It,149294,4.0
5310,The Shape of Water (2017),180031,Adventure|Drama|Fantasy,2017.0,The Shape of Water,149294,3.0
5311,Jason Bourne (2016),160438,Action,2016.0,Jason Bourne,149294,3.5
5312,Hunt for the Wilderpeople (2016),152970,Adventure|Comedy,2016.0,Hunt for the Wilderpeople,149294,3.5
5313,The Secret Life of Pets (2016),135436,Animation|Comedy,2016.0,The Secret Life of Pets,149294,2.0
5314,Game Night (2018),183611,Action|Comedy|Crime|Horror,2018.0,Game Night,149294,3.0
5315,Louis C.K.: Live at The Comedy Store (2015),127098,Comedy,2015.0,Louis C.K.: Live at The Comedy Store,149294,4.0
5316,The Post (2017),180497,Drama|Thriller,2017.0,The Post,149294,4.0
5317,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,95055,3.5
5318,Rogue One: A Star Wars Story (2016),166528,Action|Adventure|Fantasy|Sci-Fi,2016.0,Rogue One: A Star Wars Story,95055,3.0
5319,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,95055,2.5
5320,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,95055,2.5
5321,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,95055,2.5
5322,Coco (2017),177765,Adventure|Animation|Children,2017.0,Coco,95055,3.5
5323,Chappie (2015),120466,Action|Thriller,2015.0,Chappie,95055,2.0
5324,Now You See Me 2 (2016),159093,Action|Comedy|Thriller,2016.0,Now You See Me 2,95055,2.5
5325,Hell or High Water (2016),161582,Crime|Drama,2016.0,Hell or High Water,95055,3.5
5326,Jupiter Ascending (2015),113345,Action|Adventure|Sci-Fi,2015.0,Jupiter Ascending,95055,1.5
5327,Planet Earth II (2016),171011,Documentary,2016.0,Planet Earth II,95055,4.5
5328,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,132651,5.0
5329,Ex Machina (2015),115713,Drama|Sci-Fi|Thriller,2015.0,Ex Machina,132651,4.0
5330,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,132651,4.5
5331,"Big Short, The (2015)",148626,Drama,2015.0,"Big Short, The",132651,4.0
5332,Logan (2017),168252,Action|Sci-Fi,2017.0,Logan,132651,2.0
5333,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,132651,3.0
5334,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,132651,2.0
5335,Avengers: Infinity War - Part I (2018),122912,Action|Adventure|Sci-Fi,2018.0,Avengers: Infinity War - Part I,132651,2.0
5336,The Hunger Games: Mockingjay - Part 2 (2015),135133,Adventure|Sci-Fi,2015.0,The Hunger Games: Mockingjay - Part 2,132651,1.5
5337,Spectre (2015),136020,Action|Adventure|Crime,2015.0,Spectre,132651,1.5
5338,Spy (2015),134368,Action|Comedy|Crime,2015.0,Spy,132651,2.0
5339,Straight Outta Compton (2015),140715,Drama,2015.0,Straight Outta Compton,132651,2.5
5340,The Handmaiden (2016),158783,Drama|Romance|Thriller,2016.0,The Handmaiden,132651,4.5
5341,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,27178,3.0
5342,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,27178,4.0
5343,Doctor Strange (2016),122922,Action|Adventure|Sci-Fi,2016.0,Doctor Strange,27178,3.5
5344,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,27178,4.0
5345,Blade Runner 2049 (2017),176371,Sci-Fi,2017.0,Blade Runner 2049,27178,4.5
5346,Sicario (2015),139644,Crime|Drama|Mystery,2015.0,Sicario,27178,4.0
5347,X-Men: Apocalypse (2016),122924,Action|Adventure|Fantasy|Sci-Fi,2016.0,X-Men: Apocalypse,27178,2.0
5348,Avengers: Infinity War - Part II (2019),122914,Action|Adventure|Sci-Fi,2019.0,Avengers: Infinity War - Part II,27178,4.0
5349,Now You See Me 2 (2016),159093,Action|Comedy|Thriller,2016.0,Now You See Me 2,27178,2.5
5350,Minions (2015),135887,Adventure|Animation|Children|Comedy,2015.0,Minions,27178,2.5
5351,Bohemian Rhapsody (2018),192803,Drama,2018.0,Bohemian Rhapsody,27178,3.5
5352,BlacKkKlansman (2018),189713,Comedy|Crime|Drama,2018.0,BlacKkKlansman,27178,4.0
5353,American Made (2017),176751,Crime|Thriller,2017.0,American Made,27178,3.5
5354,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,9391,4.0
5355,Thor: Ragnarok (2017),122916,Action|Adventure|Sci-Fi,2017.0,Thor: Ragnarok,9391,3.5
5356,Spotlight (2015),142488,Thriller,2015.0,Spotlight,9391,5.0
5357,Deadpool 2 (2018),187593,Action|Comedy|Sci-Fi,2018.0,Deadpool 2,9391,5.0
5358,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,9391,3.5
5359,Black Panther (2017),122906,Action|Adventure|Sci-Fi,2017.0,Black Panther,9391,2.0
5360,Star Trek Beyond (2016),135569,Action|Adventure|Sci-Fi,2016.0,Star Trek Beyond,9391,3.0
5361,John Wick: Chapter Two (2017),168248,Action|Crime|Thriller,2017.0,John Wick: Chapter Two,9391,1.0
5362,A Quiet Place (2018),185029,Drama|Horror|Thriller,2018.0,A Quiet Place,9391,3.0
5363,Ant-Man and the Wasp (2018),188301,Action|Adventure|Comedy|Fantasy|Sci-Fi,2018.0,Ant-Man and the Wasp,9391,3.0
5364,The Big Sick (2017),168326,Comedy|Romance,2017.0,The Big Sick,9391,5.0
5365,Straight Outta Compton (2015),140715,Drama,2015.0,Straight Outta Compton,9391,4.0
5366,Darkest Hour (2017),179817,Drama|War,2017.0,Darkest Hour,9391,4.0
5367,Inside Out (2015),134853,Adventure|Animation|Children|Comedy|Drama|Fantasy,2015.0,Inside Out,126363,4.0
5368,Arrival (2016),164179,Sci-Fi,2016.0,Arrival,126363,5.0
5369,Guardians of the Galaxy 2 (2017),122918,Action|Adventure|Sci-Fi,2017.0,Guardians of the Galaxy 2,126363,4.0
5370,Captain America: Civil War (2016),122920,Action|Sci-Fi|Thriller,2016.0,Captain America: Civil War,126363,4.0
5371,Mission: Impossible - Rogue Nation (2015),111781,Action|Adventure|Thriller,2015.0,Mission: Impossible - Rogue Nation,126363,4.0
5372,Untitled Spider-Man Reboot (2017),122926,Action|Adventure|Fantasy,2017.0,Untitled Spider-Man Reboot,126363,4.0
5373,The Man from U.N.C.L.E. (2015),138036,Action|Adventure|Comedy,2015.0,The Man from U.N.C.L.E.,126363,1.0
5374,The Shape of Water (2017),180031,Adventure|Drama|Fantasy,2017.0,The Shape of Water,126363,1.0
